,book_id,authors,original_publication_year,original_title,title,language_code,image_url,comb
5172,10756240,Michael Chabon,2012.0,Telegraph Avenue,Telegraph Avenue,eng,https://images.gr-assets.com/books/1335716595l/10756240.jpg,telegraph avenue michael chabon
5173,5764902,Karin Slaughter,2009.0,Genesis,"Undone (Will Trent, #3)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388843741l/5764902.jpg,genesis karin slaughter
5174,23014670,Erika Swyler,2015.0,The Book of Speculation,The Book of Speculation,eng,https://images.gr-assets.com/books/1422476749l/23014670.jpg,the book of speculation erika swyler
5175,6726595,Laurell K. Hamilton,2009.0,Flirt,"Flirt (Anita Blake, Vampire Hunter #18)",en-US,https://images.gr-assets.com/books/1310494369l/6726595.jpg,flirt laurell k. hamilton
5176,59825,Nora Roberts,1998.0,Inner Harbor (Chesapeake Bay Saga #3),"Inner Harbor (Chesapeake Bay Saga, #3)",eng,https://images.gr-assets.com/books/1399120297l/59825.jpg,inner harbor (chesapeake bay saga #3) nora roberts
5177,6559316,Christopher Moore,2010.0,Bite Me,"Bite Me (A Love Story, #3)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440562965l/6559316._SY475_.jpg,bite me christopher moore
5178,228765,Frederick Franck,1973.0,Zen of Seeing: Seeing/Drawing as Meditation,Zen of Seeing: Seeing/Drawing as Meditation,,https://images.gr-assets.com/books/1403191163l/228765.jpg,zen of seeing: seeing/drawing as meditation frederick franck
5179,147843,Kristen Britain,1998.0,Green Rider,"Green Rider (Green Rider, #1)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386749176l/147843.jpg,green rider kristen britain
5180,61942,Anne McCaffrey,1968.0,The Dragonriders of Pern,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348984331l/61942.jpg,the dragonriders of pern anne mccaffrey
5181,18079683,Helen Oyeyemi,2013.0,"Boy, Snow, Bird","Boy, Snow, Bird",eng,https://images.gr-assets.com/books/1391384454l/18079683.jpg,"boy, snow, bird helen oyeyemi"
5182,64860,Sue Grafton,1988.0,E Is for Evidence,"E is for Evidence (Kinsey Millhone, #5)",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390789160l/64860.jpg,e is for evidence sue grafton
5183,9628743,David  Brooks,2011.0,"The Social Animal: The Hidden Sources of Love, Character, and Achievement","The Social Animal: The Hidden Sources of Love, Character, and Achievement",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348711254l/9628743.jpg,"the social animal: the hidden sources of love, character, and achievement david  brooks"
5184,7140754,Ian McEwan,2010.0,Solar,Solar,eng,https://images.gr-assets.com/books/1320510358l/7140754.jpg,solar ian mcewan
5185,61539,Thomas S. Kuhn,1962.0,The Structure of Scientific Revolutions,The Structure of Scientific Revolutions,eng,https://images.gr-assets.com/books/1396422530l/61539.jpg,the structure of scientific revolutions thomas s. kuhn
5186,44001,Andrea Levy,2004.0,Small Island,Small Island,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437256773l/44001._SY475_.jpg,small island andrea levy
5187,28220985,Louise Penny,2016.0,A Great Reckoning,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",eng,https://images.gr-assets.com/books/1457914582l/28220985.jpg,a great reckoning louise penny
5188,43327,Sidney Sheldon,2000.0,The Sky is Falling,The Sky is Falling,eng,https://images.gr-assets.com/books/1353302273l/43327.jpg,the sky is falling sidney sheldon
5189,30672,"Arthur Koestler, Daphne Hardy",1940.0,Sonnenfinsternis,Darkness at Noon,eng,https://images.gr-assets.com/books/1290053535l/30672.jpg,"sonnenfinsternis arthur koestler, daphne hardy"
5190,8341567,Jaci Burton,2011.0,The Perfect Play,"The Perfect Play (Play by Play, #1)",en-US,https://images.gr-assets.com/books/1301853642l/8341567.jpg,the perfect play jaci burton
5191,763047,Jane Green,1997.0,Straight Talking,Straight Talking,,https://images.gr-assets.com/books/1320399611l/763047.jpg,straight talking jane green
5192,112292,Jack Campbell,2006.0,"Dauntless (The Lost Fleet, #1)","Dauntless (The Lost Fleet, #1)",,https://images.gr-assets.com/books/1309198180l/112292.jpg,"dauntless (the lost fleet, #1) jack campbell"
5193,61886,Lois McMaster Bujold,2000.0,The Curse of Chalion,"The Curse of Chalion (World of the Five Gods, #1)",eng,https://images.gr-assets.com/books/1322571773l/61886.jpg,the curse of chalion lois mcmaster bujold
5194,80534,Elizabeth Flock,2005.0,Me & Emma,Me & Emma,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388360733l/80534.jpg,me & emma elizabeth flock
5195,114187,Nora Roberts,2002.0,"Chesapeake Blue (Chesapeake Bay Saga, #4)","Chesapeake Blue (Chesapeake Bay Saga, #4)",en-US,https://images.gr-assets.com/books/1304979355l/114187.jpg,"chesapeake blue (chesapeake bay saga, #4) nora roberts"
5196,6472451,Malinda Lo,2009.0,Ash,Ash,en-US,https://images.gr-assets.com/books/1286563960l/6472451.jpg,ash malinda lo
5197,6489529,Bernard Cornwell,2009.0,The Burning Land,"The Burning Land (The Saxon Stories, #5)",eng,https://images.gr-assets.com/books/1328489431l/6489529.jpg,the burning land bernard cornwell
5198,199687,Megan McCafferty,2003.0,"Second Helpings (Jessica Darling, #2)","Second Helpings (Jessica Darling, #2)",eng,https://images.gr-assets.com/books/1388707744l/199687.jpg,"second helpings (jessica darling, #2) megan mccafferty"
5199,134360,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",1972.0,Diane Arbus: An Aperture Monograph,Diane Arbus: Monograph,,https://images.gr-assets.com/books/1312051661l/134360.jpg,"diane arbus: an aperture monograph diane arbus, stan grossfeld, doon arbus, marvin israel"
5200,253106,Carolyn Mackler,2003.0,"The Earth, My Butt, and Other Big Round Things","The Earth, My Butt, and Other Big Round Things",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405148355l/253106.jpg,"the earth, my butt, and other big round things carolyn mackler"
5201,12194,Joseph Conrad,1900.0,Lord Jim,Lord Jim,eng,https://images.gr-assets.com/books/1372366969l/12194.jpg,lord jim joseph conrad
5202,225545,Leo Lionni,1975.0,A Color of His Own,A Color of His Own,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924526l/225545.jpg,a color of his own leo lionni
5203,79257,Neil Gaiman,1987.0,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,eng,https://images.gr-assets.com/books/1328797053l/79257.jpg,don't panic: the official hitchhikers guide to the galaxy companion neil gaiman
5204,542752,Andrew Clements,2002.0,Things Not Seen,"Things Not Seen (Things, #1)",en-GB,https://images.gr-assets.com/books/1327910708l/542752.jpg,things not seen andrew clements
5205,19747756,"Frank E. Peretti, Ted Dekker",2006.0,House,House,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387734068l/19747756.jpg,"house frank e. peretti, ted dekker"
5206,13638125,"V.E. Schwab, Victoria Schwab",2013.0,Vicious,"Vicious (Villains, #1)",eng,https://images.gr-assets.com/books/1362495700l/13638125.jpg,"vicious v.e. schwab, victoria schwab"
5207,41706,Clive Cussler,1976.0,Raise the Titanic!,"Raise the Titanic! (Dirk Pitt, #4)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439783780l/41706._SY475_.jpg,raise the titanic! clive cussler
5208,45432,Eoin Colfer,2004.0,The Supernaturalist,The Supernaturalist,en-US,https://images.gr-assets.com/books/1233460677l/45432.jpg,the supernaturalist eoin colfer
5209,199782,Meg Cabot,2007.0,Queen of Babble in the Big City,"Queen of Babble in the Big City (Queen of Babble, #2)",eng,https://images.gr-assets.com/books/1407106698l/199782.jpg,queen of babble in the big city meg cabot
5210,420404,Dr. Seuss,1958.0,Yertle the Turtle (Classic Seuss),Yertle the Turtle and Other Stories,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347434226l/420404.jpg,yertle the turtle (classic seuss) dr. seuss
5211,19661,Rohinton Mistry,2001.0,Family Matters,Family Matters,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388279746l/19661.jpg,family matters rohinton mistry
5212,132900,Harvey Karp,2002.0,The Happiest Baby on the Block,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387740973l/132900.jpg,the happiest baby on the block harvey karp
5213,20803962,"Penelope Douglas, Nelson Hobbs",2013.0,Until You,"Until You (Fall Away, #1.5)",,https://images.gr-assets.com/books/1392309696l/20803962.jpg,"until you penelope douglas, nelson hobbs"
5214,6765740,Dee Lestari,2004.0,Perahu Kertas,Perahu Kertas,ind,https://images.gr-assets.com/books/1356225544l/6765740.jpg,perahu kertas dee lestari
5215,1025250,Gordon Korman,2000.0,Schooled,Schooled,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439571775l/1025250._SY475_.jpg,schooled gordon korman
5216,13193855,"Dallas Hartwig, Melissa Hartwig",2012.0,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,en-US,https://images.gr-assets.com/books/1364140054l/13193855.jpg,"it starts with food: discover the whole30 and change your life in unexpected ways dallas hartwig, melissa hartwig"
5217,430968,Ted Kerasote,2007.0,Merle's Door: Lessons from a Freethinking Dog,Merle's Door: Lessons from a Freethinking Dog,en-US,https://images.gr-assets.com/books/1310704047l/430968.jpg,merle's door: lessons from a freethinking dog ted kerasote
5218,141372,Gary Paulsen,1996.0,Brian's Winter,"Brian's Winter (Brian's Saga, #3)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438636861l/141372._SY475_.jpg,brian's winter gary paulsen
5219,11208,Julia Alvarez,1991.0,How the Garcia Girls Lost Their Accents ,How the García Girls Lost Their Accents ,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922914l/11208.jpg,how the garcia girls lost their accents  julia alvarez
5220,17558817,"J. Lynn, Jennifer L. Armentrout",2014.0,Be with Me,"Be with Me (Wait for You, #2)",eng,https://images.gr-assets.com/books/1380210727l/17558817.jpg,"be with me j. lynn, jennifer l. armentrout"
5221,372319,Louisa May Alcott,1886.0,"Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""","Jo's Boys (Little Women, #3)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347470247l/372319.jpg,"jo's boys, and how they turned out: a sequel to ""little men"" louisa may alcott"
5222,29430007,Harlan Coben,2016.0,Home ,Home (Myron Bolitar #11),eng,https://images.gr-assets.com/books/1458586751l/29430007.jpg,home  harlan coben
5223,38502,Charles Bukowski,1969.0,Notes of a Dirty Old Man,Notes of a Dirty Old Man,eng,https://images.gr-assets.com/books/1329635507l/38502.jpg,notes of a dirty old man charles bukowski
5224,13505130,"Jussi Adler-Olsen, K.E. Semmel",2008.0,Fasandræberne,"The Absent One (Department Q, #2)",eng,https://images.gr-assets.com/books/1336832005l/13505130.jpg,"fasandræberne jussi adler-olsen, k.e. semmel"
5225,16171272,James McBride,2013.0,The Good Lord Bird,The Good Lord Bird,eng,https://images.gr-assets.com/books/1385349791l/16171272.jpg,the good lord bird james mcbride
5226,24963,Susan Cooper,1974.0,Greenwitch,"Greenwitch (The Dark Is Rising, #3)",eng,https://images.gr-assets.com/books/1347322295l/24963.jpg,greenwitch susan cooper
5227,30065,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006.0,"The Walking Dead, Vol. 5: The Best Defense","The Walking Dead, Vol. 05: The Best Defense",en-GB,https://images.gr-assets.com/books/1345769360l/30065.jpg,"the walking dead, vol. 5: the best defense robert kirkman, charlie adlard, cliff rathburn"
5228,18053782,Abbi Glines,2014.0,"Take a Chance (Chance, #1)","Take a Chance (Rosemary Beach, #7; Chance, #1)",eng,https://images.gr-assets.com/books/1396889528l/18053782.jpg,"take a chance (chance, #1) abbi glines"
5229,9975779,Daniel Silva,2011.0,Portrait of a Spy,"Portrait of a Spy (Gabriel Allon, #11)",eng,https://images.gr-assets.com/books/1468408664l/9975779.jpg,portrait of a spy daniel silva
5230,501124,Kate Atkinson,2006.0,One Good Turn,"One Good Turn (Jackson Brodie, #2)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442945693l/501124._SY475_.jpg,one good turn kate atkinson
5231,768878,Clive Barker,2002.0,Abarat,"Abarat (Abarat, #1)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440644004l/768878._SY475_.jpg,abarat clive barker
5232,35816,Arthur C. Clarke,1987.0,2061: Odyssey Three,"2061: Odyssey Three (Space Odyssey, #3)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347907073l/35816.jpg,2061: odyssey three arthur c. clarke
5233,84525,"Marshall Goldsmith, Mark Reiter",2007.0,What Got You Here Won't Get You There: How Successful People Become Even More Successful,What Got You Here Won't Get You There: How Successful People Become Even More Successful,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347513827l/84525.jpg,"what got you here won't get you there: how successful people become even more successful marshall goldsmith, mark reiter"
5234,7187395,Richard Paul Evans,2010.0,The Walk,"The Walk (The Walk, #1)",en-US,https://images.gr-assets.com/books/1263465492l/7187395.jpg,the walk richard paul evans
5235,6619499,Claudia Gray,2011.0,Afterlife,"Afterlife (Evernight, #4)",en-US,https://images.gr-assets.com/books/1277385646l/6619499.jpg,afterlife claudia gray
5236,411527,Nick Hornby,2007.0,Slam,Slam,en-US,https://images.gr-assets.com/books/1327963062l/411527.jpg,slam nick hornby
5237,9943270,Robin LaFevers,2013.0,"Dark Triumph (His Fair Assassin, #2)","Dark Triumph (His Fair Assassin, #2)",eng,https://images.gr-assets.com/books/1346852168l/9943270.jpg,"dark triumph (his fair assassin, #2) robin lafevers"
5238,18263725,Kwame Alexander,2014.0,The Crossover,The Crossover,eng,https://images.gr-assets.com/books/1390427593l/18263725.jpg,the crossover kwame alexander
5239,1464757,Andrea Hirata,2007.0,Edensor,"Edensor (Tetralogi Laskar Pelangi, #3)",ind,https://images.gr-assets.com/books/1489733485l/1464757.jpg,edensor andrea hirata
5240,139087,Alan Hollinghurst,2004.0,The Line of Beauty,The Line of Beauty,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172099924l/139087._SX318_.jpg,the line of beauty alan hollinghurst
5241,9792287,Susanna Kearsley,2011.0,The Rose Garden,The Rose Garden,eng,https://images.gr-assets.com/books/1327951839l/9792287.jpg,the rose garden susanna kearsley
5242,93795,Daniel Silva,2002.0,The English Assassin,"The English Assassin (Gabriel Allon, #2)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559334947l/93795.jpg,the english assassin daniel silva
5243,24475,Chuck Klosterman,2006.0,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388448967l/24475.jpg,chuck klosterman iv: a decade of curious people and dangerous ideas chuck klosterman
5244,48019,Peter F. Drucker,1966.0,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431792111l/48019._SY475_.jpg,the effective executive: the definitive guide to getting the right things done (harperbusiness essentials) peter f. drucker
5245,23093359,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014.0,"The Wicked + The Divine, Vol. 1: The Faust Act","The Wicked + The Divine, Vol. 1: The Faust Act",eng,https://images.gr-assets.com/books/1415565992l/23093359.jpg,"the wicked + the divine, vol. 1: the faust act kieron gillen, jamie mckelvie, matt wilson, clayton cowles"
5246,17797381,Dean Koontz,2013.0,Innocence,Innocence,eng,https://images.gr-assets.com/books/1368569643l/17797381.jpg,innocence dean koontz
5247,988950,John Sandford,2004.0,Dark of the Moon,"Dark of the Moon (Virgil Flowers, #1)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442687239l/988950._SY475_.jpg,dark of the moon john sandford
5248,343614,"Esther Hicks, Jerry Hicks",2006.0,The Law of Attraction: The Basics of the Teachings of Abraham,The Law of Attraction: The Basics of the Teachings of Abraham,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182626l/343614.jpg,"the law of attraction: the basics of the teachings of abraham esther hicks, jerry hicks"
5249,16150831,Alexandra Bracken,2014.0,In The Afterlight,"In The Afterlight (The Darkest Minds, #3)",eng,https://images.gr-assets.com/books/1400697474l/16150831.jpg,in the afterlight alexandra bracken
5250,12637490,Aimee Carter,2012.0,Goddess Interrupted,"Goddess Interrupted (Goddess Test, #2)",eng,https://images.gr-assets.com/books/1397956745l/12637490.jpg,goddess interrupted aimee carter
5251,280277,"Holly Black, Tony DiTerlizzi",2003.0,Lucinda’s Secret,"Lucinda's Secret (The Spiderwick Chronicles, #3)",eng,https://images.gr-assets.com/books/1358701877l/280277.jpg,"lucinda’s secret holly black, tony diterlizzi"
5252,568476,"Beverly Cleary, Tracy Dockray",1950.0,Henry Huggins,"Henry Huggins (Henry Huggins, #1)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390429386l/568476.jpg,"henry huggins beverly cleary, tracy dockray"
5253,906541,"Russell Hoban, Garth Williams",1960.0,Bedtime for Frances,Bedtime for Frances,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348206956l/906541.jpg,"bedtime for frances russell hoban, garth williams"
5254,328802,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981.0,窓ぎわのトットちゃん,Totto-chan: The Little Girl at the Window,eng,https://images.gr-assets.com/books/1354795941l/328802.jpg,"窓ぎわのトットちゃん tetsuko kuroyanagi, chihiro iwasaki, dorothy britton"
5255,22055283,Joe Abercrombie,2015.0,Half the World,"Half the World (Shattered Sea, #2)",eng,https://images.gr-assets.com/books/1402314017l/22055283.jpg,half the world joe abercrombie
5256,10669,Roger Lowenstein,2000.0,When Genius Failed: The Rise and Fall of Long-Term Capital Management,When Genius Failed: The Rise and Fall of Long-Term Capital Management,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435292091l/10669._SY475_.jpg,when genius failed: the rise and fall of long-term capital management roger lowenstein
5257,44905,Natalie Goldberg,1986.0,Writing Down the Bones: Freeing the Writer Within,Writing Down the Bones: Freeing the Writer Within,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924733l/44905.jpg,writing down the bones: freeing the writer within natalie goldberg
5258,8963,Darren Shan,2002.0,"Hunters of the Dusk (Cirque Du Freak, #7)","Hunters of the Dusk (Cirque Du Freak, #7)",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1255722755l/8963.jpg,"hunters of the dusk (cirque du freak, #7) darren shan"
5259,28695,Tad Williams,1996.0,City of Golden Shadow,"City of Golden Shadow (Otherland, #1)",eng,https://images.gr-assets.com/books/1329075235l/28695.jpg,city of golden shadow tad williams
5260,140097,Charlaine Harris,2007.0,An Ice Cold Grave,"An Ice Cold Grave (Harper Connelly, #3)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389660134l/140097.jpg,an ice cold grave charlaine harris
5261,337058,Katherine Paterson,1980.0,Jacob Have I Loved,Jacob Have I Loved,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388254908l/337058.jpg,jacob have i loved katherine paterson
5262,7134201,"James Patterson, Liza Marklund",2010.0,The Postcard Killers,The Postcard Killers,eng,https://images.gr-assets.com/books/1344271030l/7134201.jpg,"the postcard killers james patterson, liza marklund"
5263,8230409,"Julietta Suzuki, Tomo Kimura",2008.0,神様はじめました 1,"Kamisama Kiss, Vol. 1",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389231473l/8230409.jpg,"神様はじめました 1 julietta suzuki, tomo kimura"
5264,23587984,Colleen Hoover,2014.0,Maybe Not,"Maybe Not (Maybe, #1.5)",en-US,https://images.gr-assets.com/books/1416381591l/23587984.jpg,maybe not colleen hoover
5265,147801,D.J. MacHale,2004.0,Black Water,"Black Water (Pendragon, #5)",eng,https://images.gr-assets.com/books/1431981444l/147801.jpg,black water d.j. machale
5266,121648,Agatha Christie,1942.0,Five Little Pigs,"Five Little Pigs (Hercule Poirot, #24)",eng,https://images.gr-assets.com/books/1429422068l/121648.jpg,five little pigs agatha christie
5267,9265453,China Miéville,2011.0,Embassytown,Embassytown,eng,https://images.gr-assets.com/books/1320470326l/9265453.jpg,embassytown china miéville
5268,15752,Dean Koontz,2002.0,By the Light of the Moon,By the Light of the Moon,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347782338l/15752.jpg,by the light of the moon dean koontz
5269,3581,Arthur Conan Doyle,1927.0,"Sherlock Holmes: The Complete Novels and Stories, Volume I","Sherlock Holmes: The Complete Novels and Stories, Volume I",eng,https://images.gr-assets.com/books/1320490450l/3581.jpg,"sherlock holmes: the complete novels and stories, volume i arthur conan doyle"
5270,246225,Dorothy L. Sayers,1930.0,Strong Poison,"Strong Poison (Lord Peter Wimsey, #6)",eng,https://images.gr-assets.com/books/1486963427l/246225.jpg,strong poison dorothy l. sayers
5271,77281,Gary Larson,1984.0,The Far Side Gallery,The Far Side Gallery,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923919l/77281.jpg,the far side gallery gary larson
5272,13581990,Julie Kagawa,2013.0,The Eternity Cure,"The Eternity Cure (Blood of Eden, #2)",eng,https://images.gr-assets.com/books/1362772965l/13581990.jpg,the eternity cure julie kagawa
5273,238125,J.D. Robb,1998.0,Holiday in Death,"Holiday in Death (In Death, #7)",eng,https://images.gr-assets.com/books/1389932347l/238125.jpg,holiday in death j.d. robb
5274,16090981,Tarryn Fisher,2013.0,Thief,"Thief (Love Me with Lies, #3)",eng,https://images.gr-assets.com/books/1361401256l/16090981.jpg,thief tarryn fisher
5275,166562,Aron Ralston,2004.0,Between a Rock and a Hard Place,Between a Rock and a Hard Place,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442193831l/166562._SY475_.jpg,between a rock and a hard place aron ralston
5276,618177,David Gemmell,1984.0,Legend ,"Legend (The Drenai Saga, #1)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388201276l/618177.jpg,legend  david gemmell
5277,23223,Meg Cabot,2004.0,"Every Boy's Got One (Boy, #3)","Every Boy's Got One (Boy, #3)",en-GB,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348938408l/23223.jpg,"every boy's got one (boy, #3) meg cabot"
5278,231585,Ann Rule,1987.0,Small Sacrifices: A True Story of Passion and Murder,Small Sacrifices: A True Story of Passion and Murder,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519778533l/231585._SX318_.jpg,small sacrifices: a true story of passion and murder ann rule
5279,8044557,"Avery Monsen, Jory John",2010.0,All My Friends Are Dead,All My Friends Are Dead,eng,https://images.gr-assets.com/books/1330386466l/8044557.jpg,"all my friends are dead avery monsen, jory john"
5280,617526,Matthew Reilly,2007.0,The Six Sacred Stones,"The Six Sacred Stones (Jack West Jr, #2)",eng,https://images.gr-assets.com/books/1303511210l/617526.jpg,the six sacred stones matthew reilly
5281,534733,Nora Roberts,1998.0,Rising Tides (Chesapeake Bay Saga #2),"Rising Tides (Chesapeake Bay Saga, #2)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388252959l/534733.jpg,rising tides (chesapeake bay saga #2) nora roberts
5282,2879,Tite Kubo,2004.0,Bleach―ブリーチ― 15,"Bleach, Volume 15",eng,https://images.gr-assets.com/books/1417981626l/2879.jpg,bleach―ブリーチ― 15 tite kubo
5283,35488,"Johnny Cash, Patrick   Carr",1997.0,Cash: The Autobiography of Johnny Cash,Cash,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422322302l/35488.jpg,"cash: the autobiography of johnny cash johnny cash, patrick   carr"
5284,115130,Sidney Sheldon,1976.0,A Stranger in the Mirror,A Stranger In The Mirror,eng,https://images.gr-assets.com/books/1418330902l/115130.jpg,a stranger in the mirror sidney sheldon
5285,13067,Carl Hiaasen,2005.0,Flush,Flush,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442357827l/13067._SY475_.jpg,flush carl hiaasen
5286,781787,"Isak Dinesen, Karen Blixen",1937.0,Out of Africa,Out of Africa,eng,https://images.gr-assets.com/books/1178296503l/781787.jpg,"out of africa isak dinesen, karen blixen"
5287,57951,Robert Crais,2007.0,The Watchman,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442928221l/57951._SY475_.jpg,the watchman robert crais
5288,13530973,Nassim Nicholas Taleb,2012.0,Antifragile: Things That Gain from Disorder,Antifragile: Things That Gain from Disorder,eng,https://images.gr-assets.com/books/1352422827l/13530973.jpg,antifragile: things that gain from disorder nassim nicholas taleb
5289,13259270,Sam Harris,2012.0,Free Will,Free Will,eng,https://images.gr-assets.com/books/1332196118l/13259270.jpg,free will sam harris
5290,24529123,Marieke Nijkamp,2016.0,This Is Where It Ends,This Is Where It Ends,eng,https://images.gr-assets.com/books/1431358364l/24529123.jpg,this is where it ends marieke nijkamp
5291,793399,Rachel Vincent,2007.0,Stray,"Stray (Shifters, #1)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388374399l/793399.jpg,stray rachel vincent
5292,2285777,Elin Hilderbrand,2008.0,A Summer Affair,A Summer Affair,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435518393l/2285777._SY475_.jpg,a summer affair elin hilderbrand
5293,13262061,Rebecca Stead,2012.0,Liar & Spy,Liar & Spy,eng,https://images.gr-assets.com/books/1336000458l/13262061.jpg,liar & spy rebecca stead
5294,7993,"Brian Jacques, Gary Chalk",1991.0,Mariel of Redwall,"Mariel of Redwall (Redwall, #4)",,https://images.gr-assets.com/books/1299761476l/7993.jpg,"mariel of redwall brian jacques, gary chalk"
5295,5752,Steven Pinker,2002.0,The Blank Slate: The Modern Denial of Human Nature,The Blank Slate: The Modern Denial of Human Nature,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925462l/5752.jpg,the blank slate: the modern denial of human nature steven pinker
5296,866136,Peter F. Hamilton,2007.0,The Dreaming Void,The Dreaming Void,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440047585l/866136._SY475_.jpg,the dreaming void peter f. hamilton
5297,5135798,Meg Cabot,2009.0,Being Nikki,"Being Nikki (Airhead, #2)",eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388622070l/5135798.jpg,being nikki meg cabot
5298,104837,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606.0,The Tragedie of Antony and Cleopatra,Antony and Cleopatra,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347795799l/104837.jpg,"the tragedie of antony and cleopatra william shakespeare, cynthia marshall, barbara a. mowat, paul werstine"
5299,303472,Margaret Peterson Haddix,2001.0,"Among the Impostors (Shadow Children, #2)","Among the Impostors (Shadow Children, #2)",en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388431983l/303472.jpg,"among the impostors (shadow children, #2) margaret peterson haddix"
